"payer_id","activity_code","coverage_score"
"INS137","0318-161701-1131",1.0000
"INS084","82542",0.0000
"E001","DEN-051",1.0000
"E001","A60-3621-04021-01",0.5000
"E001","B61-2519-05747-01",0.0000
"E001","A51-3126-02924-02",0.2653
"E001","G98-2508-03493-01",0.1277
"E001","97024",0.4571
"INS137","84550",0.4603
"INS137","4573-777701-1132",0.0000
"E001","11119",0.8296
"E001","49651",0.0000
"INS026","87220",0.0000
"INS008","76705",0.7647
"INS001","0135-206604-1021",1.0000
"INS033","87070",0.0000
"INS017","80061",0.7831
"INS010","90461",0.5000
"INS026","2901-191823-0151",0.5771
"E001","87101",0.5000
"INS137","96366",1.0000
"INS026","88312",0.7333
"INS007","87623",1.0000
"INS137","83970",0.2941
"E001","E40-5826-04133-01",0.3571
"INS017","76700",0.8298
"E001","F61-5260-03248-01",0.0000
"INS002","85025",0.9789
"INS026","A4554",1.0000
"INS001","0207-214402-0151",0.0000
"INS026","6563-935601-2922",0.2703
"INS001","85652",0.5128
"INS038","85025",0.7667
"E001","HY0-B294-01799-01",0.4709
"E001","N14-2926-03409-01",0.2857
"INS026","0094-157001-1451",0.3333
"E001","G93-3892-01272-01",0.0000
"E001","99-01",0.0000
"E001","G93-3902-04689-01",1.0000
"E001","K54-0851-01037-02",0.5179
"INS013","92015",1.0000
"INS001","C1751",1.0000
"INS001","72100",0.4583
"INS013","MS-11",1.0000
"INS005","80053",0.1667
"INS002","A4649",1.0000
"INS002","72081",0.0000
"INS033","84450",1.0000
"INS010","72148",1.0000
"INS013","0336-447501-1131",0.5714
"INS014","86480",0.6316
"INS001","88342",1.0000
"E001","86735",1.0000
"INS019","82728",0.1806
"E001","A36-7469-07411-01",1.0000
"INS013","88312",0.1667
"E001","97162",0.7991
"E001","J58-8805-08691-01",0.7917
"INS001","92507",0.1579
"INS002","87075",0.1176
"E001","87350",0.8000
"INS010","83001",1.0000
"INS010","87623",1.0000
"INS012","84630",0.0000
"INS022","90471",1.0000
"INS028","72170",0.0000
"E001","U90-7991-05180-03",0.0000
"INS137","83690",0.7500
"INS002","82550",1.0000
"E001","R39-6776-05552-01",0.7714
"INS012","063130",0.6154
"INS001","86255",0.6667
"INS012","2741-710601-0991",1.0000
"E001","A4253",0.5219
"SF0051","85613",1.0000
"INS137","0063-371605-1022",1.0000
"E001","79605",0.4286
"E001","74210",0.0000
"E001","83525",0.8913
"INS008","80076",0.4837
"INS008","86431",0.8182
"E001","M40-6367-04450-01",0.7838
"INS010","82565",0.5738
"INS018","97161",0.0000
"E001","23321",0.6079
"E001","G98-4631-04933-01",0.6667
"E001","D86-1376-01778-01",1.0000
"SP0059","11",1.0000
"E001","A37-3832-01794-02",0.0000
"INS026","VAC-002",1.0000
"INS019","86147",0.8750
"INS017","82465",0.4286
"E001","M40-6365-04448-01",0.4444
"INS005","72082",1.0000
"INS008","84295",0.5658
"INS012","082810",0.0000
"E001","76937",1.0000
"E001","I75-2662-05109-01",0.7867
"INS001","0277-169301-2221",0.8235
"E001","F27-2580-01392-01",1.0000
"E001","86850",0.8043
"INS084","83516",0.0000
"INS017","84436",0.0625
"INS012","84443",0.8229
"E001","72211",0.6875
"INS012","92507",0.3333
"INS026","31231",0.6111
"INS044","45380",1.0000
"E001","P76-6107-02235-01",0.0000
"INS026","82310",0.8000
"E001","114102",0.0000
"E001","B48-1158-04970-01",0.6727
"E001","97802",0.0337
"INS012","93880",0.0000
"E001","87905",1.0000
"E001","49211",0.1193
"INS002","1233-107901-0111",1.0000
"INS013","80061",0.6102
"INS033","83540",0.1818
"INS022","84402",1.0000
"E001","A51-7914-07766-01",0.8889
"INS008","72195",1.0000
"INS137","84478",1.0000
"INS012","83695",0.7313
"INS026","93970",1.0000
"INS017","76641",1.0000
"SF0051","84075",1.0000
"INS137","82247",0.8934
"E001","23314",0.5357
"INS022","76700",0.2353
"INS026","0049-147208-0371",0.3333
"E001","E40-2395-06148-01",0.4615
"E001","N68-1061-03586-01",0.0000
"INS008","E0780",1.0000
"E001","L96-5311-04863-01",1.0000
"E001","96371",0.0000
"INS013","A4657",1.0000
"E001","81113",0.0000
"INS015","83036",0.0000
"E001","71270",0.8500
"INS012","72070",0.6000
"INS012","73100",1.0000
"INS013","86703",0.3143
"INS137","J7040",1.0000
"INS019","72040",0.0000
"INS008","A6257",1.0000
"INS026","82040",0.4500
"INS013","A6413",1.0000
"INS035","85025",0.2239
"INS002","A6413",1.0000
"INS137","72141",1.0000
"E001","M40-4266-04445-01",1.0000
"INS022","86200",1.0000
"INS137","0006-402803-2071",0.0000
"INS008","0070-124404-2061",0.5000
"INS024","84550",1.0000
"INS017","17.24",0.6111
"E001","87177",0.6751
"E001","B46-2024-01574-01",0.6182
"INS139","82948",0.5000
"INS001","0086-225101-2091",0.0000
"INS001","3834-106618-1001",0.6316
"INS001","92526",0.1818
"INS001","72082",0.3000
"INS002","17.24",0.8095
"E001","86316",0.0000
"INS008","96372",0.6579
"INS027","87116",0.0000
"INS014","86703",0.0000
"E001","F67-5477-05016-01",0.0000
"E001","16519",0.2903
"INS008","5659-863101-3871",0.0000
"INS026","87046",1.0000
"INS026","7367-180411-0432",0.4000
"E001","46050",1.0000
"E001","23104",0.0000
"E001","E53-5908-06137-01",0.2000
"INS017","93306",1.0000
"E001","73218",0.6000
"INS040","11",0.0000
"INS012","84132",0.7200
"E001","74170",1.0000
"E001","23323",0.5804
"INS013","52276",1.0000
"INS137","74177",1.0000
"E001","92250",0.3285
"E001","N31-2226-02612-01",0.5000
"INS001","75574",1.0000
"E001","51-02",0.0000
"E001","81440",0.0000
"INS010","A9999",1.0000
"E001","H04-2573-04266-01",1.0000
"INS038","82947",1.0000
"INS001","9",0.7953
"INS137","97140",0.7103
"E001","92025",0.1263
"INS001","0219-123701-0392",0.0000
"INS001","51.01",0.0000
"INS026","88304",1.0000
"INS017","86340",0.0000
"INS137","82043",0.7101
"INS008","84460",0.5348
"E001","B48-5759-03478-01",0.4286
"E001","72196",0.6207
"INS026","1614-530501-0612",1.0000
"E001","41301",0.1174
"SP0026","85025",0.6383
"INS013","95886",1.0000
"INS005","86225",0.3529
"INS008","86703",0.0000
"E001","93970",0.3497
"INS022","81001",1.0000
"E001","82523",0.0000
"E001","044163",0.0000
"E001","86695",0.4688
"E001","96910",0.0882
"INS010","0336-447501-1131",1.0000
"INS137","45380",1.0000
"INS026","87086",0.6066
"INS026","A4649",1.0000
"E001","B48-2524-04778-01",0.0000
"E001","14501",0.0000
"INS051","86703",1.0000
"E001","84432",0.0946
"INS137","84681",0.3469
"INS026","11",0.8296
"INS038","80053",0.4783
"INS010","0170-009201-1021",0.0000
"E001","I50-1339-01722-01",1.0000
"INS014","SL-001",1.0000
"E001","45380",0.6066
"INS001","1512-398905-1021",1.0000
"E001","75122",1.0000
"E001","PS-IP-093",1.0000
"INS008","97811",1.0000
"INS010","82274",0.5849
"INS022","11",0.6739
"E001","B98-1417-01887-01",0.6271
"INS001","0188-264404-0391",1.0000
"E001","97598",0.5669
"E001","U00-7651-07537-01",1.0000
"INS026","0188-585203-0361",1.0000
"INS010","82627",1.0000
"E001","K68-1134-03139-01",0.0000
"E001","86593",0.0455
"INS005","76982",1.0000
"INS026","082710",0.0000
"INS137","0006-124507-1392",1.0000
"INS026","90472",1.0000
"E001","B97-1332-01722-03",1.0000
"INS002","0619-149914-0741",0.0000
"INS013","A6216",1.0000
"INS001","84295",0.6508
"INS013","82746",0.0263
"INS008","82310",0.6604
"INS008","82565",0.4544
"INS026","76536",0.8333
"E001","K54-0489-01079-01",0.0000
"E001","46080",1.0000
"E001","23214",0.8649
"INS010","80061",0.9583
"E001","H70-2735-01667-01",1.0000
"E001","061131",0.0000
"INS008","72131",1.0000
"INS012","0414-203702-1971",1.0000
"E001","90834",0.0000
"INS137","5254-830603-1021",1.0000
"E001","86644",0.0000
"INS010","83525",1.0000
"INS026","5931-951702-0151",0.5484
"INS044","83516",1.0000
"E001","83013",0.9274
"E001","H21-4898-03271-01",0.8333
"E001","H46-9233-09250-01",1.0000
"INS026","0244-459001-2561",0.0000
"E001","76536",0.6736
"INS001","0005-111805-1021",0.1579
"INS137","93000",0.8545
"INS019","84132",0.6098
"INS017","71046",0.5139
"INS019","84153",0.4074
"INS026","84432",0.0000
"E001","J58-5275-02985-01",0.6563
"INS012","3735-640409-1021",1.0000
"INS001","0094-147002-0391",0.0000
"INS012","83615",0.0000
"INS001","0240-278405-2002",0.0000
"INS001","A4930",1.0000
"E001","N37-3858-06374-02",1.0000
"E001","23113",0.5952
"INS013","76856",0.1935
"E001","DT2-B682-07587-02",0.0000
"E001","G05-4867-05178-01",0.3846
"INS012","0032-201001-0861",0.0000
"E001","H78-0221-00262-01",0.4643
"INS010","61.02",1.0000
"INS012","88142",0.8462
"E001","I50-4867-05178-01",0.2542
"INS008","82150",0.2500
"E001","32312",0.8262
"E001","H95-9925-00729-01",1.0000
"INS137","82435",0.3333
"INS028","85025",0.7568
"INS015","83516",0.3333
"E001","86140",0.4780
"INS005","72156",1.0000
"E001","E40-2413-02979-01",0.4000
"INS012","6365-657902-0141",1.0000
"INS001","83540",0.3704
"SF0051","86038",0.0000
"E001","92314",1.0000
"INS007","80061",0.0000
"E001","83704",0.2540
"INS033","86235",0.0000
"E001","79341",0.2520
"E001","95250",0.5732
"INS137","95886",1.0000
"INS137","73660",1.0000
"INS001","82397",1.0000
"INS017","87517",0.2273
"INS010","91200",0.5714
"E001","71045",0.8529
"E001","88312",0.2299
"E001","E40-B893-13934-01",0.2327
"INS026","84165",0.6667
"INS013","82390",0.0000
"E001","N05-3672-03225-02",0.4118
"INS038","72170",1.0000
"E001","96361",0.5992
"E001","I75-5964-06162-01",0.6420
"E001","I66-3614-05496-01",0.6009
"INS026","94010",1.0000
"E001","V86-5759-03475-02",1.0000
"INS026","0043-714401-1022",1.0000
"E001","J44-4305-05615-01",0.0000
"INS024","0205-440401-1021",1.0000
"E001","33611",0.3613
"INS014","82955",0.0000
"E001","94060",0.6654
"INS013","81241",0.0000
"INS026","86592",0.0000
"E001","01204",0.6745
"INS012","82306",0.9358
"INS044","11.02",1.0000
"INS002","80076",0.9014
"INS017","80076",0.1697
"INS024","0170-009401-1131",0.0000
"INS012","29125",1.0000
"INS026","5252-124406-0151",1.0000
"E001","J58-7902-07750-01",0.3505
"SF0051","20611",0.8182
"E001","A64-3125-01647-01",0.0882
"INS008","20611",0.8400
"E001","81596",1.0000
"INS005","87880",1.0000
"E001","82530",0.0488
"E001","V86-5759-03476-03",0.2083
"INS014","83550",0.0000
"INS001","58301",1.0000
"E001","85384",0.6981
"E001","72020",0.7600
"INS026","0688-211505-0391",1.0000
"E001","46946",1.0000
"INS002","76942",1.0000
"INS137","85732",1.0000
"E001","83021",0.4925
"E001","C80-3271-05399-01",0.5000
"E001","M22-1011-03503-01",0.3492
"INS026","0354-876001-0141",0.2500
"E001","70545",1.0000
"INS008","72148",1.0000
"SF0051","SL-001",1.0000
"INS026","4973-819101-0391",0.0000
"INS028","11",0.6250
"E001","97033",0.0000
"INS001","063130",0.0000
"INS017","81000",1.0000
"INS137","84075",0.9035
"E001","K53-2032-02479-02",0.0000
"INS022","83001",1.0000
"INS008","1693-203703-1071",0.0000
"E001","K39-2955-00521-02",0.6105
"INS026","81001",0.8406
"INS013","90837",0.0000
"INS010","87177",0.8163
"E001","B08-7458-05966-01",1.0000
"INS007","88342",1.0000
"INS001","46600",0.2500
"INS005","87260",0.0000
"E001","33613",0.4419
"INS017","87075",0.5882
"E001","H37-4620-00881-01",1.0000
"E001","11101",0.7853
"E001","B30-5624-01764-01",1.0000
"INS026","29425",0.1667
"INS008","51.01",1.0000
"E001","P27-1970-00097-01",0.2703
"INS006","11",1.0000
"INS026","0415-140401-0151",0.0000
"INS012","82784",0.3699
"INS137","73200",1.0000
"INS137","0053-148602-0391",0.0000
"E001","86900",0.4824
"INS017","82947",0.8149
"INS019","A6413",1.0000
"INS013","86706",0.0000
"E001","67115",0.7500
"INS019","74018",1.0000
"INS001","A4927",1.0000
"INS008","82785",0.0000
"INS002","0188-232402-0391",0.0000
"INS038","91200",0.0000
"E001","77801",1.0000
"INS026","2634-650602-0391",0.0000
"E001","O62-5653-04308-01",0.8367
"INS035","84450",1.0000
"INS017","87209",0.1753
"SF0051","73630",1.0000
"INS012","84702",0.2778
"INS137","82977",0.6382
"INS002","85610",1.0000
"INS137","0215-175206-1022",1.0000
"INS026","1516-106604-1161",0.3000
"INS026","86812",0.0000
"INS002","84550",1.0000
"INS038","97110",1.0000
"INS013","1086-123702-1381",0.5833
"E001","O31-6518-06637-01",0.0000
"INS014","85610",0.0769
"INS008","82656",0.2857
"INS026","86431",0.8017
"INS010","76700",0.9231
"INS017","29882",1.0000
"INS017","0619-621301-1451",0.0000
"E001","Q56-3254-03772-02",0.3333
"INS019","86708",0.2727
"INS026","87045",1.0000
"E001","93875",1.0000
"INS005","0170-009401-1131",0.0000
"INS026","4788-782701-1021",1.0000
"INS019","73630",0.5000
"E001","C48-2175-02977-01",1.0000
"E001","45385",0.3750
"E001","87086",0.6455
"INS019","91065",0.5556
"INS008","3855-103301-0141",0.3846
"INS008","64650",1.0000
"INS028","11.02",1.0000
"INS017","29125",1.0000
"E001","87275",0.5876
"SF0051","82570",1.0000
"INS028","84450",0.5769
"INS001","0137-238401-0391",1.0000
"INS013","83993",0.2103
"INS139","2094-570101-1021",0.0000
"E001","F69-0665-01901-01",0.0000
"INS012","4061-375703-0391",0.0000
"INS001","73560",0.5000
"INS001","96367",0.3000
"E001","29280",0.1224
"INS026","85613",1.0000
"E001","82390",0.2547
"E001","73121",0.0000
"E001","81411",0.0000
"INS002","86038",0.7000
"INS002","83735",1.0000
"E001","43289",1.0000
"INS026","0248-469502-0801",0.0000
"INS013","85730",0.9032
"E001","20600",0.6988
"INS013","90474",0.0000
"INS005","20605",1.0000
"E001","C86-1090-03100-01",0.0000
"INS005","86812",0.5263
"INS008","86803",0.5000
"INS015","72040",0.0000
"E001","A63-5266-05595-01",1.0000
"INS137","84425",1.0000
"INS019","83970",0.0000
"E001","H95-2007-02450-01",1.0000
"E001","DY0-B873-13808-02",1.0000
"INS026","86850",1.0000
"INS013","82977",0.4938
"INS024","5468-863301-1131",0.0000
"INS005","85732",1.0000
"INS019","82247",0.7660
"E001","87186",0.0000
"INS001","86140",0.5934
"INS013","20610",0.4286
"SF0051","77080",1.0000
"INS026","A9900",1.0000
"INS013","87086",0.4516
"E001","E00-0162-04998-01",0.5686
"INS017","82607",0.5088
"INS026","0054-223604-0521",0.0000
"E001","29125",0.5574
"E001","034133",0.0000
"INS024","90461",1.0000
"SP0026","82308",0.0000
"E001","J45-1068-05788-01",0.5789
"E001","80320",0.1424
"INS002","72040",1.0000
"INS002","E1399",1.0000
"E001","02111",0.0461
"E001","K67-1285-03746-01",1.0000
"INS010","80076",0.6343
"E001","41309",0.3636
"INS017","86359",0.5000
"INS012","1086-123702-1381",1.0000
"INS017","83036",0.6096
"E001","G05-1728-02160-01",0.2703
"INS134","83735",1.0000
"INS001","0006-106601-0392",0.4667
"E001","16209",0.0000
"INS026","96361",1.0000
"INS010","82465",1.0000
"E001","33146",1.0000
"E001","I53-6006-02234-01",0.0000
"INS137","73502",0.3333
"INS002","J7120",1.0000
"INS002","73721",1.0000
"INS012","84480",0.5217
"INS008","5917-888701-1131",0.5500
"INS012","83519",0.0000
"E001","214111",0.0000
"INS084","72170",0.0000
"INS026","0085-239201-0381",0.0000
"INS038","43239",1.0000
"INS024","10",1.0000
"E001","20550",0.4706
"E001","11424",0.0000
"INS137","86160",0.9335
"INS012","84560",1.0000
"INS034","84156",0.0000
"INS019","86812",1.0000
"E001","G93-2828-05414-01",0.9000
"E001","I17-4542-00140-02",0.2947
"E001","B11-0353-05015-01",0.8707
"INS024","71045",0.0000
"INS012","82435",0.2727
"INS038","0232T",1.0000
"INS013","0717-378503-1021",0.8333
"E001","80076",0.7409
"INS014","86704",0.0000
"INS026","73502",0.2500
"INS010","11400",0.0000
"INS012","73501",0.4167
"INS010","82310",0.3077
"INS013","70546",1.0000
"E001","G44-4866-05131-01",1.0000
"INS026","86870",0.0000
"INS010","20606",0.0000
"E001","23115",0.5738
"INS002","87070",1.0000
"INS010","87086",0.8000
"E001","B31-2723-04745-02",1.0000
"INS012","71045",1.0000
"E001","P19-1237-00841-02",0.3636
"INS026","97810",0.8750
"E001","032120",0.0000
"INS012","72195",0.7067
"INS026","83835",1.0000
"E001","70492",1.0000
"E001","H95-A652-10697-02",0.4471
"INS047","82565",0.4138
"E001","I13-7987-04913-01",0.0000
"E001","Q60-A753-11537-01",0.3571
"E001","23412",0.0000
"INS008","84132",0.4660
"INS019","88312",0.5000
"INS001","87209",0.6667
"INS017","84425",1.0000
"INS008","0006-126006-2751",0.0000
"INS001","1874-197504-1021",0.0000
"E001","29515",0.8283
"INS017","29888",1.0000
"E001","74182",0.4211
"INS012","0215-126511-1022",0.1429
"E001","72311",0.7492
"INS005","11.02",0.9615
"INS001","84443",0.7265
"INS010","83540",0.2000
"INS047","80076",0.0000
"E001","C83-5340-00306-01",0.6400
"INS010","93000",1.0000
"INS012","87338",0.8333
"INS001","J7040",1.0000
"INS137","73620",0.0000
"INS012","6755-949201-4571",1.0000
"INS013","84443",0.4784
"E001","17-03",0.0000
"INS010","84450",0.8701
"INS001","0035-156201-0061",0.0000
"E001","HG6-9366-12743-02",0.5714
"INS008","84550",0.7600
"INS013","82550",0.7500
"E001","85245",1.0000
"E001","J58-8805-08692-01",0.6154
"INS008","84432",0.0000
"E001","094121",0.0000
"INS012","4573-777701-1132",0.0000
"INS019","86256",0.5000
"E001","G05-7794-05178-02",0.7129
"E001","70100",0.0000
"E001","23101",0.7193
"E001","M39-4812-05748-01",0.0000
"INS008","86352",0.0000
"E001","K54-1462-01769-01",1.0000
"INS013","4661-769701-1021",0.3333
"E001","11765",0.8333
"E001","I39-1602-04526-02",0.6750
"INS013","4407-261801-0341",0.0000
"INS012","76775",1.0000
"E001","F58-4787-05025-01",1.0000
"INS001","86704",1.0000
"INS137","92567",0.3333
"E001","H21-4261-03760-01",0.8611
"INS017","10.02",0.0000
"E001","H68-7282-02259-01",0.7368
"E001","H21-2270-04682-04",1.0000
"INS026","0138-116604-1171",0.0000
"INS026","83525",0.1282
"INS001","70360",0.0000
"E001","K54-0866-01095-01",0.6774
"E001","23114",0.7336
"INS026","0095-379306-1171",0.0000
"E001","A64-5214-05539-01",1.0000
"INS008","0063-371603-1021",0.0000
"E001","92556",0.0000
"INS010","84144",1.0000
"INS010","E0780",1.0000
"INS001","10060",0.0000
"INS001","51798",0.7500
"INS026","1513-242802-0801",0.0000
"E001","H58-2951-02284-01",0.2800
"INS005","0278-107902-0391",1.0000
"INS005","84075",0.0000
"INS137","MICROBIOME PKG1",1.0000
"INS013","1720-123325-0511",0.2222
"INS026","70498",1.0000
"E001","34161",0.6667
"INS042","97530",0.0000
"INS026","5252-187505-0151",0.0000
"SF0051","85379",0.0000
"E001","A54-5631-01786-01",1.0000
"SP0026","86140",0.8235
"E001","061132",0.0000
"SF0051","76856",1.0000
"E001","A64-3130-01657-01",0.9412
"INS137","83695",0.8636
"E001","E40-B893-13937-01",0.5753
"E001","AQ7-9041-09044-01",0.3333
"INS026","93350",0.3333
"E001","82565",0.7922
"INS026","74018",0.5455
"INS038","87177",1.0000
"INS137","43239",1.0000
"INS010","94642",1.0000
"INS137","90460",0.6410
"E001","G17-8787-03406-01",0.0000
"E001","86255",0.2088
"E001","84450",0.7659
"E001","93979",0.0000
"INS038","76641",0.7143
"INS017","82550",0.0000
"INS044","76830",1.0000
"INS013","29125",1.0000
"INS026","86376",0.8305
"INS008","1202-260701-1111",0.0000
"E001","H95-3272-05397-03",0.7931
"INS008","45380",1.0000
"INS012","72141",0.4286
"INS026","E1399",1.0000
"INS017","83001",1.0000
"INS010","84550",0.8085
"INS012","0070-124404-2061",1.0000
"INS026","87075",0.8125
"INS019","10",0.6111
"INS137","82150",0.4472
"E001","A74-0085-03233-01",0.6818
"INS137","90473",1.0000
"E001","84520",0.7360
"E001","044211",0.0000
"INS010","A4216",1.0000
"INS047","84460",0.0000
"E001","87633",0.5025
"E001","D19-1929-04506-01",0.6981
"INS139","90460",0.8889
"E001","B30-0416-00500-01",1.0000
"INS001","83718",0.0000
"INS005","87804",1.0000
"INS013","87275",0.3333
"INS005","76705",0.0000
"INS038","96366",1.0000
"INS010","86200",0.9000
"INS010","83695",1.0000
"INS026","86762",0.4865
"E001","C79-0459-03095-01",0.3889
"E001","H92-1226-01878-01",0.4615
"E001","V31-7953-03872-01",0.7963
"INS028","3735-640409-1021",1.0000
"INS008","84450",0.5296
"E001","71250",0.4875
"E001","95910",0.5067
"E001","29700",0.0000
"E001","71110",0.0000
"INS026","0006-131401-2261",0.6000
"INS017","77073",0.0000
"INS001","87086",0.8387
"E001","I66-3614-05479-01",0.4348
"INS084","82607",0.0000
"E001","G28-6287-03552-01",0.3211
"INS137","84520",1.0000
"E001","M90-6386-00458-01",0.4500
"INS019","0205-440401-1021",1.0000
"E001","92610",0.0000
"E001","A37-2640-03203-07",0.0000
"E001","80145",0.0000
"INS044","82670",0.0000
"E001","97026",0.3720
"INS002","J7030",1.0000
"INS017","73564",0.0000
"INS033","72196",1.0000
"INS019","A4245",1.0000
"INS017","95886",0.4000
"INS013","84403",0.3617
"E001","14612",0.5943
"INS012","A9270",1.0000
"INS013","82627",0.3077
"SF0051","85025",0.7470
"E001","82627",0.7070
"INS010","17250",1.0000
"INS008","80069",1.0000
"INS137","J7120",1.0000
"E001","86902",0.0000
"INS012","4061-373201-0391",0.0000
"E001","D86-1376-01786-01",1.0000
"INS017","96372",0.8922
"E001","D58-4824-02651-02",0.0000
"INS010","9",0.7027
"INS042","1233-940401-1132",0.0000
"E001","L91-1060-03107-01",1.0000
"INS001","93740",1.0000
"E001","F26-1673-00132-02",0.0000
"INS137","1202-260701-1111",1.0000
"INS001","83014",0.5833
"INS001","92511",0.6237
"INS038","82977",1.0000
"E001","23325",0.0000
"INS012","73140",0.0000
"INS013","70551",1.0000
"INS017","87623",0.0000
"INS137","0085-239201-0381",1.0000
"E001","I67-1105-00728-01",0.7925
"INS007","80076",1.0000
"INS008","1516-106604-1161",0.0000
"INS022","84550",0.0000
"INS010","91110",1.0000
"E001","24",0.7549
"E001","G93-2065-02496-01",0.3861
"INS001","97810",0.5417
"INS018","86160",1.0000
"E001","31237",0.0000
"INS017","83516",0.2568
"INS005","97161",1.0000
"INS034","87633",0.5000
"E001","85730",0.3737
"SF0051","81001",0.8333
"INS137","0993-197503-1021",1.0000
"E001","121121",0.0000
"INS017","0031-173401-0651",1.0000
"INS024","1233-940401-1132",0.0000
"INS002","92553",1.0000
"INS001","86703",1.0000
"E001","11422",0.0000
"INS044","87177",0.3125
"INS008","97810",1.0000
"E001","29550",0.8919
"INS013","96372",0.8235
"E001","J23-3005-03493-01",0.0000
"E001","R37-6771-05896-01",0.6154
"INS012","83970",0.5333
"INS002","Botox - UF",1.0000
"E001","J51-9585-01778-01",1.0000
"INS013","86376",0.4333
"SF0051","83550",1.0000
"E001","96137",0.0000
"E001","O62-4888-05178-04",1.0000
"E001","73060",0.5200
"E001","H95-2192-02573-01",0.6250
"INS008","76885",0.7500
"INS001","84480",1.0000
"INS134","97110",0.3333
"E001","J44-4833-00823-01",0.6054
"INS010","11",0.5955
"INS002","0138-116604-1171",0.0000
"INS134","84460",0.0000
"INS019","A4628",1.0000
"E001","H21-2857-05058-02",0.0000
"E001","04501",0.3333
"INS013","84295",0.5549
"INS019","86140",0.6702
"INS001","92285",0.7778
"E001","72195",0.9116
"INS002","17110",1.0000
"INS012","72146",0.3684
"E001","H46-9223-09383-01",0.2400
"E001","17340",0.0000
"INS008","A4215",1.0000
"INS019","87275",0.0000
"E001","64450",0.9375
"INS019","85598",1.0000
"INS044","5659-863101-3871",0.0000
"INS038","A4216",1.0000
"E001","83102",0.0000
"E001","A19-2766-01309-01",1.0000
"INS017","5830-172323-0431",0.0000
"INS022","84439",0.2000
"INS026","84295",0.8125
"E001","H37-4868-01716-01",1.0000
"INS012","94642",0.0000
"E001","99241",0.0000
"INS001","93880",0.1667
"INS013","92507",0.0000
"E001","A77-5990-06186-01",0.1947
"E001","H21-5437-05789-01",1.0000
"INS008","93306",1.0000
"INS002","71046",1.0000
"INS137","A4927",1.0000
"INS017","76816",1.0000
"E001","DY0-C239-14700-02",0.3103
"E001","31575",0.5882
"INS137","0005-119805-1172",0.5000
"E001","69200",1.0000
"E001","93224",0.9157
"E001","B97-3249-03756-01",1.0000
"E001","88189",0.2843
"INS013","87045",0.6667
"E001","CS0-C003-05182-01",0.0000
"INS005","90837",1.0000
"INS001","83721",0.8129
"INS026","11421",0.0000
"INS010","84460",0.8027
"E001","01202",0.1575
"E001","80051",0.8000
"E001","29405",0.7500
"INS001","73221",0.8500
"INS001","20552",1.0000
"INS014","0188-232401-0391",0.0000
"E001","K54-1276-01327-01",0.5217
"E001","20605",0.0000
"INS012","0027-102501-1021",1.0000
"INS002","95912",0.7500
"E001","N01-1867-03128-01",0.3056
"INS001","0094-157001-1451",1.0000
"E001","FT0-0439-00939-02",0.2727
"INS002","86225",0.8966
"INS026","73562",0.7838
"E001","094122",0.0000
"INS017","87086",0.0000
"E001","41211",1.0000
"INS005","82465",0.0000
"E001","E74-1472-03810-01",0.0000
"INS013","11",0.8329
"INS013","A4245",1.0000
"INS012","82533",0.3910
"INS012","92511",0.5000
"INS042","80061",0.0000
"INS002","76536",1.0000
"INS008","82746",0.3077
"INS001","7316-156801-1021",1.0000
"INS022","83690",1.0000
"INS012","86800",0.3077
"E001","46250",1.0000
"E001","83930",0.3385
"INS012","88720",1.0000
"E001","79931",0.6383
"INS012","0796-380802-0391",1.0000
"INS026","0619-573201-1021",1.0000
"INS013","96366",1.0000
"INS026","0071-158501-0391",0.4091
"E001","82040",0.8194
"INS012","77073",0.1000
"E001","L1832",0.0000
"E001","95930",0.0000
"INS026","77081",1.0000
"E001","84702",0.4310
"INS012","82746",0.8582
"INS010","C1751",1.0000
"INS026","84466",0.1935
"INS033","84550",0.2571
"INS001","83930",1.0000
"INS026","0336-447501-1131",0.5476
"E001","A15-2625-05829-01",1.0000
"INS137","A4245",1.0000
"INS022","72082",0.0000
"E001","11730",0.0000
"E001","83735",0.1899
"INS026","82955",0.0000
"E001","70350",0.6085
"INS137","Dermapen-B",1.0000
"INS007","83735",1.0000
"INS042","73221",1.0000
"INS012","85025",0.7945
"E001","BD1-4867-09419-02",0.2727
"E001","P93-7132-07145-01",1.0000
"E001","L79-1023-08724-02",0.0000
"E001","NE5-C507-04852-01",0.0000
"INS010","84481",1.0000
"INS041","11",0.0000
"E001","25-02",0.6696
"INS026","10060",0.5000
"INS017","82274",0.4382
"E001","184131",0.0000
"INS012","92250",0.0000
"E001","014232",0.0000
"INS013","82784",0.1333
"INS044","84479",0.5000
"INS001","86200",0.9167
"INS001","4061-373201-0391",0.0000
"INS022","74018",0.4545
"INS038","97140",1.0000
"E001","87635",0.0000
"E001","86708",0.3805
"INS002","2063-111936-3351",0.0000
"INS013","84425",1.0000
"E001","25111",1.0000
"INS001","20611",0.7576
"INS008","72190",0.0000
"INS019","73130",1.0000
"INS019","0063-371603-1021",0.0000
"INS026","11401",0.4000
"INS002","72148",1.0000
"E001","P19-1237-00842-02",0.2857
"E001","H95-4003-04310-01",1.0000
"INS001","87276",0.0988
"INS022","86480",0.0000
"INS033","97161",1.0000
"E001","92504",1.0000
"E001","23221",0.3319
"INS005","83993",0.6087
"E001","30140",1.0000
"E001","I53-0587-00680-01",0.0000
"INS013","0006-402803-2071",1.0000
"E001","B46-4387-00778-01",0.1741
